,FSC-H,FSC-A,SSC-H,SSC-A,FITC-H,FITC-A,VSSC-H,VSSC-A,PE-H,PE-A,ECD-H,ECD-A,FSC-Width,Time
97912,10.497709,10.052007,10.264011,10.152478,5.0106354,2.2925348,10.817167,10.722893,6.4342256,5.314191,5.848171,3.5292974,6.485746,14.76527
97917,10.182391,9.8157,9.551118,9.548918,5.5838723,3.325036,10.164928,10.050316,6.184149,5.4553213,5.8336406,2.9755297,6.564835,14.765323
97932,10.541675,9.705036,9.379686,9.302893,5.591733,4.5053496,9.195095,9.061458,5.7513022,5.2621717,5.5302224,4.8888445,6.094933,14.765447
97936,10.495449,10.060722,9.677917,9.521758,6.0068455,3.9871304,9.725652,9.573886,6.0787883,5.4764633,6.0672674,5.907811,6.4969106,14.765464
97938,10.528661,10.02811,9.924265,9.782725,5.7513022,5.248602,10.616359,10.529824,6.1862087,5.4595857,5.414321,4.104295,6.4309936,14.765474
97942,10.192183,9.615585,10.0489855,9.953287,5.760478,4.1271343,10.607787,10.528249,5.597681,3.6216707,6.858775,6.112132,6.3550744,14.765491
97943,10.084333,9.389574,9.508272,9.371115,6.1139035,5.2375054,10.292037,10.167408,5.682559,0.1823216,5.8897085,5.0072966,6.2369046,14.765528
97956,10.0280695,9.397202,9.496324,9.381407,5.301313,2.9907198,10.302555,10.191707,6.284321,5.584248,6.403243,6.112132,6.3008385,14.765583
97960,10.586797,9.807681,8.418389,8.199354,5.5053315,4.708629,9.124085,8.866582,5.764564,2.4159138,5.848171,2.8390784,6.152323,14.76559
97966,10.556281,10.213597,9.87855,9.813766,5.81592,2.5176964,10.724894,10.6423435,5.841223,1.8870696,6.0323668,4.310799,6.58884,14.765612
97967,10.140967,9.439689,9.506906,9.397193,5.9646072,5.504925,10.53864,10.397324,5.531015,2.5176964,6.1999006,4.7492704,6.2301683,14.765621
97969,10.418515,10.184651,10.082838,9.99873,5.458734,4.334673,10.834747,10.749772,6.0776424,2.3702438,6.2201924,5.320079,6.6976433,14.765624
97971,10.395696,10.032338,9.483325,9.551935,6.2195954,5.7838254,9.788127,9.719541,6.637389,4.1239033,6.1687737,5.23591,6.568273,14.76564
97976,9.930976,8.930679,9.248291,9.11147,5.9488177,4.5020294,10.220351,10.101367,5.8576474,4.798267,6.3119164,4.74667,5.9313846,14.765664
97982,10.705278,10.31733,10.347779,10.296097,5.7954497,5.017942,10.952553,10.874365,6.3782563,5.2527966,5.73237,5.101694,6.5436425,14.765706
97987,10.4896,10.112569,9.828225,9.8238325,5.8426747,5.288772,10.423643,10.332702,5.8449926,4.8194747,6.8219795,6.2515182,6.554529,14.765721
97995,10.02743,9.621384,9.742626,9.7190895,5.161925,3.8732822,10.466899,10.364986,5.378514,4.1075897,5.6702256,4.201703,6.5256753,14.765754
98020,10.275886,9.859823,9.807478,9.77583,6.016645,5.057519,10.500432,10.382067,5.815026,3.4563167,5.90236,4.563306,6.5153904,14.765867
98037,10.6313305,10.296384,10.050605,10.004255,5.6743536,3.7977338,10.75334,10.633692,6.0819907,3.5610461,6.2757034,6.154646,6.5966163,14.765922
98038,10.826577,10.572273,10.086572,10.089531,5.6493263,4.9423566,10.347728,10.270552,5.9555783,3.468856,6.3515835,4.830711,6.6772485,14.765925
98039,10.325668,10.070814,10.156846,10.114991,5.6193132,4.800737,10.886271,10.806454,6.2513256,5.4553213,5.789348,0.9555114,6.67666,14.765935
98043,10.201245,9.696457,9.807214,9.745002,5.728475,4.463607,10.541418,10.473625,6.0318866,3.9435217,6.0558467,5.5767064,6.4266853,14.765962
98051,10.754315,10.317562,10.3650465,10.273923,5.638355,4.490881,10.965483,10.86782,5.9755893,-inf,6.127306,5.738184,6.494853,14.765985
98054,10.738366,10.210917,10.307431,10.201453,6.2067776,5.3112335,10.832317,10.751609,6.396763,5.558371,6.129268,4.755313,6.4040627,14.765996
98067,10.159501,9.153823,9.779539,9.638904,5.929855,5.1457486,10.503974,10.37316,5.8230457,2.4159138,5.4726906,4.162003,5.9259253,14.766118
98069,10.503337,9.853136,10.222505,10.073513,6.0001764,4.405499,10.795865,10.686741,6.565265,5.963579,5.8709903,4.4998097,6.281358,14.76612
98071,10.019816,9.445839,9.250916,9.227768,5.521461,3.9376907,9.628017,9.473396,6.579807,5.730749,6.2039514,4.670021,6.35761,14.766122
98072,10.537821,9.931594,9.999652,9.938208,5.873525,5.139908,10.697925,10.592202,6.435349,2.7278528,5.7633085,3.7864597,6.3253026,14.766128
98077,10.524397,9.916966,10.036636,9.927135,5.906451,4.926529,10.519208,10.388235,6.2947125,4.4761996,5.8681664,4.433195,6.324139,14.766144
98079,10.440844,9.742503,9.461465,9.456825,5.887769,4.7397013,9.833961,9.68558,6.1905203,4.0552573,6.00092,4.99586,6.2332864,14.7661495
98087,10.276157,9.861988,9.829432,9.708379,5.586874,4.885072,10.602552,10.5068245,5.803628,3.9357395,5.8069406,4.6577625,6.517306,14.766185
98090,10.476978,10.086259,9.904502,9.841931,5.4697466,1.856298,10.629349,10.510704,6.307005,5.6849394,6.003146,5.09375,6.5407476,14.766189
98102,9.982183,9.388596,9.578782,9.56588,5.7271733,4.516339,10.482483,10.403238,6.2243605,5.5369406,6.1068,3.0540013,6.3380713,14.766239
98112,9.879727,9.38583,9.914353,9.680463,5.485212,1.5040774,10.5657215,10.433737,6.173161,4.1850986,6.3279366,3.6402142,6.437672,14.766296
98114,10.436938,10.057311,9.920266,9.79706,5.9604897,3.637586,10.587218,10.462966,5.9239883,4.7808027,6.0924406,3.7160082,6.5518174,14.766307
98121,10.3056135,9.752339,10.062583,9.950027,5.617498,4.400603,10.6625185,10.50785,6.5126367,5.2857385,5.6344323,3.9646156,6.378308,14.766347
98129,10.217751,9.744363,9.761054,9.606873,5.2637258,1.5260563,10.370656,10.211578,6.048081,4.991792,5.979139,5.649678,6.4580736,14.766373
98131,10.033634,9.24149,9.800175,9.72861,5.673667,3.9569964,10.587844,10.433395,6.011022,5.346631,6.6813564,4.8202815,6.1394606,14.76638
98138,10.300393,9.771572,9.99267,9.938802,5.5637536,5.4240685,10.801504,10.727336,6.6724124,5.704116,5.9335704,5.0882134,6.402644,14.766443
98139,10.186081,9.863207,9.125011,9.135002,5.846439,4.785824,9.893048,9.812906,6.1233697,5.4411182,5.4752073,4.4391155,6.608702,14.766456
98140,10.526086,10.042014,9.796059,9.700857,6.0390635,4.001864,10.390346,10.258277,6.6005507,5.9934626,5.9464674,4.338597,6.447462,14.7664585
98144,10.661799,10.186352,9.863941,9.763714,5.6160436,3.8877304,10.360583,10.248158,5.9472513,4.526127,5.7449245,3.6788292,6.4561315,14.766493
98161,10.626472,10.261972,9.932527,9.934637,5.715711,-0.22314353,10.824805,10.737626,6.425031,1.9878744,5.7216225,2.2300143,6.56705,14.766634
98166,10.508142,10.18021,9.930733,9.936482,5.753207,2.4932055,10.457477,10.360989,5.888878,4.4920015,5.6629605,4.735321,6.6036406,14.7666645
98171,10.242988,9.55602,9.64506,9.542281,5.9615207,4.069027,10.151624,9.980689,5.8933005,1.7749524,6.417059,5.8771753,6.2446437,14.766693
98179,10.546577,10.095467,9.993205,9.952939,5.5939674,2.7278528,10.683053,10.598593,5.7474804,5.297317,6.1899056,4.8146205,6.4805284,14.766729
98183,10.239299,9.388035,9.617844,9.467367,5.791488,4.25703,10.43744,10.316467,5.815026,3.4111476,6.539297,5.0536947,6.0803957,14.76674
98193,10.122944,9.557456,9.7207775,9.596976,5.8504767,4.5819016,10.529803,10.429505,5.9743185,5.049215,5.4705887,2.501436,6.3661227,14.766803
98196,9.890863,9.389181,9.632669,9.424152,5.315666,3.962716,10.151752,9.994142,5.749393,4.6081657,5.8930244,4.591071,6.4299808,14.766833
98198,10.555,9.939231,10.006811,9.900463,6.1544333,4.8941016,10.310192,10.130074,6.1172156,3.6661224,6.1169953,3.2619352,6.3156853,14.766841
98199,10.086305,9.381044,9.494986,9.319392,5.493473,4.1319613,10.328295,10.210255,6.1222734,5.2877617,5.6815367,2.3513753,6.2263403,14.766844
98201,10.409084,10.250133,10.151511,10.110416,6.1209564,4.687671,10.80337,10.761844,6.129486,5.233779,6.3382406,4.876723,6.7727356,14.76686
98202,9.976929,9.127914,9.462414,9.40234,5.621487,3.310543,10.200112,10.047921,5.685279,5.049215,6.0700445,5.0132985,6.082616,14.766871
98203,10.494416,10.189613,9.964329,9.944543,6.292495,4.9473405,10.823198,10.760466,6.3275795,5.12158,5.754792,5.035653,6.6266785,14.766871
98209,10.234994,9.513751,9.779182,9.692693,5.392718,3.109061,10.509548,10.402838,6.132096,5.517854,5.748756,5.1457486,6.210404,14.766909
98214,10.714354,10.372215,10.458364,10.42135,5.5793524,4.067316,11.18128,11.174766,6.313548,5.63693,6.231072,4.7379513,6.589441,14.7669325
98215,10.541687,10.265861,9.946207,9.858726,5.823933,4.005513,10.652387,10.563884,5.74172,3.465736,6.0093045,4.768988,6.655763,14.766936
98225,9.849881,9.295665,8.801876,8.849184,5.939645,4.94307,9.21088,9.069318,5.853064,4.670958,5.5222607,4.464758,6.3774533,14.766983
98230,10.844372,10.220209,10.2452135,10.356732,5.7021146,5.4245095,10.971546,10.960515,6.0450053,5.734958,6.50219,5.241747,6.307372,14.767015
98231,10.717974,10.322405,10.264568,10.203551,6.003393,5.101694,10.911128,10.855755,6.3391237,4.898586,6.0342846,5.0943637,6.5359,14.767017
98235,10.983165,10.554927,10.7146,10.731093,6.074426,4.2442,11.416504,11.407905,6.202333,5.7368946,6.3992605,5.1233687,6.503278,14.767062
98237,10.06038,9.204071,9.954965,9.884718,6.0563154,5.2273583,10.49254,10.377732,6.0080757,4.735321,5.931184,4.887337,6.0753427,14.767071
98238,9.961209,9.292049,8.586794,8.334375,6.2053657,5.6109357,9.377531,9.180891,6.98998,6.3322134,6.488597,6.0549088,6.262483,14.767071
98243,10.277843,9.706517,10.125082,10.059841,5.513832,5.12158,10.754998,10.679009,6.0468993,4.5981455,5.786897,5.227895,6.3601646,14.767103
98246,10.442236,9.800768,9.05152,9.060598,5.7170277,3.824284,8.962609,8.82132,6.365439,5.70877,6.4444494,5.338019,6.29015,14.767121
98248,10.853911,10.525609,10.660276,10.581848,6.465989,5.137562,11.228723,11.162839,6.094698,5.4192066,5.757639,5.144,6.6031713,14.767134
98256,9.833016,9.374379,9.436105,9.33588,6.170656,4.4115853,10.072829,9.959079,6.4081993,5.288267,5.8455715,4.4886365,6.473164,14.767178
98265,10.592087,10.223914,10.141,10.0003605,6.161629,5.514235,10.808083,10.68547,6.3934236,6.149963,6.755769,5.3077726,6.5633507,14.767203
98268,10.714031,10.305225,10.297461,10.206481,5.9247904,5.659134,10.973248,10.912525,5.7054477,4.68675,5.7667575,3.9871304,6.5228,14.767221
98269,9.963072,9.431226,9.593594,9.63861,5.974064,3.673766,10.141355,10.03569,6.2067776,2.4595888,5.8676004,4.5020294,6.399785,14.767221
98277,10.485902,10.266153,10.432549,10.344262,5.8359795,4.860587,10.97317,10.925645,6.3272223,5.0644917,6.257859,6.0826755,6.7119007,14.767271
98279,10.177742,9.440134,8.305039,8.09563,5.4743695,4.5443583,9.430367,9.24831,5.973046,5.256453,4.8048406,3.5638828,6.194058,14.767278
98283,10.789991,10.296239,10.094054,9.990614,5.4642553,3.4719665,10.887228,10.814293,6.099646,5.008633,5.8444138,4.1351666,6.437814,14.7673025
98288,11.049544,10.617219,10.384373,10.423525,5.869297,4.9718943,11.1163845,11.111911,5.44846,0.9932518,6.4963226,5.711089,6.499189,14.76732
98292,10.587591,10.067688,9.981055,9.82224,6.027314,4.943783,10.721753,10.620681,5.85879,4.7370753,6.045716,4.95864,6.4117675,14.767373
98296,10.53235,10.137021,10.500969,10.482,5.7948413,4.0500445,11.184765,11.140375,6.2692857,5.06386,5.980909,4.38577,6.536286,14.767386
98298,10.255253,9.812747,10.055299,9.944913,5.970496,5.5789747,10.650339,10.545959,5.746842,5.250177,6.2168055,4.962845,6.4892244,14.767392
98299,10.620769,10.000333,9.871445,9.70475,6.122712,5.6633077,10.596627,10.469412,6.1544333,5.5146375,6.0063534,4.2890887,6.3110495,14.767394
98311,10.28242,9.633738,10.016941,9.880162,5.570251,4.4426513,10.663847,10.566216,6.333457,5.219274,6.0248995,4.309456,6.282952,14.767457
98316,10.370405,9.68905,8.9256935,8.75315,5.8616405,3.9646156,9.059552,8.878957,5.627261,4.4693503,6.0847273,4.001864,6.250261,14.767499
98319,10.576164,10.225528,10.26084,10.212405,5.9378,3.912023,11.09299,11.0328665,6.2707996,5.3931727,5.6660805,3.906005,6.5809464,14.767502
98322,10.21092,9.386678,9.926994,9.8012495,5.745564,4.692265,10.427376,10.328467,5.5329943,3.5723455,6.003146,5.186268,6.1073956,14.767506
98323,10.645644,10.110965,9.986357,9.88596,5.620401,4.1415462,10.636771,10.543488,5.6598306,2.7850113,5.760163,2.6100698,6.396785,14.7675085
98325,10.397326,9.61995,8.340575,8.093921,6.1249022,5.23591,8.887763,8.625294,5.9083548,3.1863527,6.2410555,5.495938,6.1541944,14.767514
98326,9.976524,9.846859,9.423829,9.419661,5.6440325,5.2165647,9.997925,9.917878,5.365976,1.9459101,6.499185,5.11259,6.8019433,14.767515
98327,10.462069,10.036199,9.747418,9.698718,5.8880467,4.128746,10.316584,10.225969,5.954541,4.8315086,6.09987,5.3766665,6.505693,14.767518
98333,10.387613,9.89066,9.725007,9.59908,5.4044776,3.9239516,10.439779,10.326242,6.1894956,4.0569887,5.697429,3.1863527,6.434708,14.76755
98338,9.8620405,9.334008,9.260367,9.386082,5.82659,4.9522996,9.810281,9.692007,6.272122,3.8394523,6.5336437,4.9815497,6.403613,14.7675705
98342,10.521372,10.184289,10.252036,10.156081,6.1471853,5.213304,11.012547,10.929952,6.450786,5.7865906,6.1172156,-0.35667497,6.594485,14.767582
98346,10.205701,9.670249,10.160024,10.135199,5.082646,2.1517622,10.750501,10.638064,6.340888,4.566429,6.5497937,2.580217,6.3960066,14.767591
98358,10.836545,10.404717,10.416566,10.326337,5.524656,4.139955,10.98471,10.889668,6.54348,5.3490105,6.3431773,4.630838,6.4997354,14.767684
98371,10.557946,10.139922,10.162901,10.027593,5.970241,5.23591,10.8627205,10.776543,6.0688887,4.0960097,5.4835515,3.3322046,6.5135,14.76774
98372,9.0342,7.4482174,8.930137,8.019119,5.8562174,4.6530075,8.961135,7.8990793,5.395444,2.5572274,5.5935955,3.5263605,5.345143,14.76774
98374,10.370289,9.949532,9.815355,9.756118,5.8938518,4.7475376,10.446338,10.305727,5.8289456,4.978112,6.137295,4.1728477,6.510748,14.767756
98381,10.528714,9.736187,10.164112,9.973601,5.740757,4.797442,10.697573,10.49692,6.7775326,5.486041,5.740114,3.4563167,6.139065,14.767787
98383,10.972408,10.497478,10.36411,10.385158,6.066572,5.06006,11.206072,11.170824,6.244361,3.7977338,5.8880467,4.9141245,6.4566073,14.767797
98385,10.603334,10.198934,10.092342,9.999125,5.852777,4.79165,10.630667,10.527893,6.1791883,-0.9162908,6.321128,5.160778,6.5271735,14.767813
98389,11.060975,10.64824,8.931843,8.969809,5.8585043,5.4156556,9.823014,9.702729,5.431536,4.2195077,5.7413993,4.6482296,6.518831,14.767843
98392,10.492269,10.1897335,9.6299715,9.560236,5.7951455,4.1682143,10.154316,10.003989,5.7975764,2.6318889,5.9859495,1.7578579,6.629028,14.767866
98412,10.312064,10.117049,9.661078,9.654782,5.5158453,3.929863,10.287957,10.195803,6.752387,5.6944056,6.0771832,3.08191,6.736635,14.76797
98415,10.696867,10.280375,10.265951,10.236196,5.8639154,4.821088,10.872745,10.819609,6.0840435,5.410753,6.4457197,5.812338,6.5149946,14.767984
98420,10.357365,9.8059845,9.672589,9.617064,5.49265,3.3068867,10.043485,9.897857,6.6688633,5.154447,6.002899,5.029784,6.380095,14.768003
98426,10.106081,9.419198,9.877826,9.782269,6.067499,5.0059576,10.542073,10.430376,6.1072454,5.7391496,6.0899515,5.5065503,6.2447157,14.768046
98433,10.303722,9.980652,9.895415,9.69671,5.7330174,3.5204608,10.547589,10.389958,5.488111,3.906005,6.0560813,5.0795393,6.6085005,14.768079
98440,10.361121,9.54777,9.800413,9.588647,5.9247904,5.370173,10.296259,10.165821,5.8985267,3.0204248,5.884714,5.192401,6.1183,14.768109
98444,10.481645,10.342529,10.434742,10.584458,5.9834323,5.134621,11.021682,10.954142,5.821269,3.058707,6.010777,5.8180037,6.79254,14.76814
98455,10.66497,10.370042,10.003894,9.940229,5.8822074,5.434159,10.698119,10.617846,5.9666595,0.0,5.950903,4.8394513,6.63665,14.768173
98460,10.2671995,9.501927,10.348699,10.281404,5.727824,3.7471485,10.947612,10.837375,5.6404877,1.5040774,6.029723,5.351384,6.1663804,14.768191
98463,10.531082,10.147985,9.928146,9.885095,6.350886,5.7031155,10.567281,10.487216,6.351932,5.0776706,5.979392,4.9250774,6.5485115,14.768215
98473,10.355426,9.758485,10.140967,10.032114,5.6351466,4.59512,10.8442,10.729464,6.779126,5.72815,5.478971,3.8795,6.3345776,14.76824
98479,10.009045,9.001408,8.197814,8.003464,5.9919643,4.2822065,8.85455,8.595746,5.485212,3.9796817,5.5510197,3.346389,5.92389,14.768261
98484,10.696163,10.515994,10.603099,10.500804,6.1894956,5.388615,11.214113,11.225201,6.222973,4.472781,6.780717,6.4792776,6.7513475,14.768294
98485,10.712839,10.214598,10.178855,10.1092005,5.8562174,5.329816,10.876578,10.765899,6.0785594,2.9123507,5.899075,3.4965076,6.433224,14.768296
98487,10.372794,9.991609,10.273974,10.209372,5.64474,5.1721873,10.9665785,10.8694515,5.874931,5.392263,5.9263926,4.218036,6.550321,14.768307
98488,10.475921,10.112885,10.062766,9.904527,5.928525,4.8582606,10.575513,10.468591,5.2632084,2.8507063,5.4178767,4.082609,6.5685267,14.768311
98498,10.104832,9.547526,9.569782,9.435698,5.8754926,5.529429,10.391107,10.257052,6.0926666,5.5150404,5.8754926,3.2503746,6.374332,14.768353
98504,10.416653,9.896508,9.983587,9.818714,5.139322,4.2668962,10.687316,10.561601,6.419995,4.3438053,5.8423843,5.017942,6.4114094,14.7683735
98511,10.699171,10.290384,10.102453,9.932109,5.8359795,4.9705076,10.689239,10.586855,6.4225974,5.2380366,5.613493,3.6428356,6.5228252,14.768404
98516,11.074172,10.820446,11.140948,11.085503,6.0190797,5.521461,11.570251,11.614906,6.412803,5.4071717,6.2839475,5.394536,6.6777997,14.768433
98527,10.451476,9.833145,9.052575,8.899185,6.2385197,4.7022967,10.0226965,9.902582,6.0544395,4.3782697,6.082447,2.7212954,6.3132396,14.768524
98537,10.451274,10.086284,10.076112,9.98265,6.3824925,4.5368915,10.700359,10.602761,5.8796945,4.447346,6.1259956,4.5559797,6.5665927,14.768573
98543,10.341497,9.886382,9.930402,9.896946,5.811141,5.2198153,10.647461,10.558531,5.860216,5.493884,5.725544,4.1447206,6.476329,14.768606
98547,10.361422,9.820812,10.032953,9.905855,5.801816,4.1713057,10.631939,10.504141,5.779199,4.74232,6.528835,5.1263423,6.3908653,14.768627
98562,10.664235,10.2986765,10.218254,10.143075,5.826295,3.2386785,10.910659,10.845918,6.385026,2.8273137,5.8661847,5.387701,6.5660152,14.768687
98568,9.928565,9.346731,9.46145,9.508702,5.7465224,4.417635,10.306376,10.221861,5.950903,4.6366687,6.05303,5.6193132,6.349802,14.768756
98581,10.381831,9.991334,9.857286,9.741015,5.5576,2.4849067,10.6348,10.53042,6.0721226,4.828314,5.6344323,4.063885,6.54108,14.768798
98582,10.608686,9.83402,9.783825,9.737935,6.027314,3.9239516,10.618213,10.525085,6.135998,5.239098,5.8639154,4.5152454,6.156912,14.768798
98586,10.106,9.988283,9.523515,9.591035,5.589867,2.4932055,10.496162,10.419331,5.9282584,5.196285,6.064947,4.5379615,6.8137755,14.768829
98591,10.78717,10.424746,10.046587,10.14202,6.2128067,5.256453,10.488879,10.455114,5.971007,4.904534,6.062389,5.31074,6.5691156,14.768863
98592,10.439062,9.921671,9.683969,9.567931,5.9707513,5.695414,10.518779,10.3979645,5.815324,4.697749,5.9153934,5.16307,6.4140735,14.768874
98598,10.797833,10.308642,10.0580435,9.9386425,5.5652866,3.8897774,10.715268,10.598324,6.757862,5.727824,6.210399,5.0440702,6.44233,14.768915
98607,10.380137,9.764984,10.095467,9.855715,5.5846233,4.9931498,10.577182,10.379899,5.543614,4.494239,5.861356,2.587764,6.3164454,14.768938
98609,10.131913,9.688275,9.862739,9.749275,5.8690143,4.3320484,10.556344,10.442542,6.0051208,4.2541933,6.409023,5.41832,6.487984,14.768939
98614,11.254269,10.989019,10.9101925,10.95559,6.014204,4.9060154,11.501299,11.556989,5.9584246,5.173321,6.1139035,5.416545,6.6662197,14.768965
98622,10.81757,10.409727,9.959437,9.972183,6.0395403,5.4726906,10.730765,10.635247,6.171074,2.8033605,6.2515182,5.400874,6.5236535,14.7690325
98629,10.431684,10.105889,9.4899025,9.39117,6.0256243,3.4934728,10.311167,10.202681,6.0476084,4.774913,6.036916,5.000585,6.605825,14.769058
98634,10.427971,10.016544,9.945536,9.842851,5.638355,4.089332,10.6756935,10.553393,6.302069,3.1780539,5.9563556,1.2527629,6.5202327,14.769106
98635,10.250921,9.405825,10.056667,9.88429,5.497578,3.9160151,10.776302,10.62515,6.1349154,4.670021,5.6394215,4.3438053,6.0865383,14.769125
98640,10.359751,9.891107,9.916903,9.80465,5.4553213,3.897924,10.571119,10.4172535,6.370586,5.378514,6.54348,5.6337175,6.462912,14.769152
98645,10.376655,9.980773,9.527229,9.403775,5.2300386,3.0349529,10.352957,10.173991,5.6584363,5.036303,5.7449245,3.558201,6.5357347,14.769175
98654,10.300826,9.738295,9.839669,9.769945,5.4467373,3.1904764,10.642318,10.533367,6.1683545,5.278115,5.878296,4.864453,6.3691087,14.769211
98655,10.716467,10.480612,10.351284,10.307031,5.636217,3.1570003,11.015426,10.960286,6.534806,6.433583,5.6960864,4.4931207,6.695707,14.769217
98658,10.626436,10.34337,10.075902,10.059645,5.6615705,4.811371,10.899142,10.834357,6.4864655,4.750136,6.051383,4.574711,6.648454,14.769224
98659,10.577682,10.197101,9.993891,9.930519,5.6254606,3.3809946,10.711618,10.593525,5.6503816,4.7782826,5.432411,4.855929,6.550887,14.76926
98661,10.587031,10.132967,10.327997,10.215027,6.3329244,4.7344427,10.895296,10.798573,5.8289456,4.490881,6.532043,5.861925,6.4774346,14.769262
98666,10.601498,10.112252,10.19466,10.017271,6.0565495,5.2252088,10.693895,10.548389,6.2982135,4.827513,6.6883545,4.1956973,6.4422765,14.769282
98678,10.383299,9.9458,10.124866,9.928029,5.9151235,4.6756287,10.597355,10.472867,6.2186003,4.0073333,5.7449245,4.664382,6.494058,14.769335
98682,10.462352,9.829852,9.795696,9.859546,6.1685643,5.1957307,10.760805,10.678226,5.597681,3.9199913,6.1229315,3.7796338,6.2991242,14.769351
98701,10.240916,9.095243,9.682142,9.73115,5.7410784,4.4761996,10.483625,10.376851,6.5317516,5.04278,6.029001,4.785824,5.785809,14.769452
98706,10.177594,9.846171,9.848451,9.716061,5.690697,5.293305,10.276295,10.10169,5.8616405,3.6863763,6.205769,5.52306,6.6001186,14.769472
98709,10.352762,9.950925,9.980393,9.906852,6.0105314,5.8799744,10.647491,10.527981,5.746842,4.4613,6.080162,3.9982007,6.5298686,14.769477
98712,10.208418,9.813645,9.93813,9.759115,5.514235,1.3609766,10.616001,10.478881,6.3298993,5.815622,6.0342846,4.6577625,6.5367675,14.769495
98735,10.205908,9.711049,9.625967,9.55266,6.100767,4.6288867,10.463949,10.346143,6.0026517,2.1972246,5.990214,4.275276,6.4368324,14.769621
98736,10.533586,9.998061,9.893361,9.883183,5.7206397,3.3286266,10.457223,10.3524685,6.157191,4.9849753,5.8899856,5.376204,6.396037,14.769631
98741,11.1671295,10.955099,10.797212,10.8588295,5.809643,3.6506581,11.428246,11.48809,6.6513133,5.72815,6.3424735,4.259859,6.719518,14.769664
98743,10.708478,10.196702,10.158075,10.084926,5.7413993,4.506454,10.848972,10.779868,6.252482,5.724565,6.214208,3.7518542,6.419815,14.769686
98752,10.912309,10.430412,9.786594,9.8066845,5.993712,5.5266476,10.458142,10.353062,5.8114405,4.334673,5.9053617,3.992681,6.4497,14.769731
98755,10.590345,10.155899,10.076785,9.965842,5.5266476,4.8072944,10.773152,10.647758,6.71611,5.645447,5.970241,2.766319,6.497156,14.76974
98757,10.263153,9.804374,9.942367,9.69527,5.6671185,4.3894987,10.599765,10.460671,6.42211,5.031744,6.2899013,5.640843,6.472684,14.76976
98764,9.907235,9.0161,9.139886,8.982938,6.077413,3.6763008,9.267193,9.088218,5.8567896,4.075841,5.727499,4.7933083,6.0404787,14.769767
98773,10.453973,10.194013,10.785019,10.728985,5.213304,4.375757,11.427815,11.319416,5.8236375,4.2890887,5.948035,4.827513,6.671544,14.769798
98777,10.078298,9.631049,9.962954,9.749625,6.1090255,4.018183,10.432125,10.318266,5.879135,3.7352858,6.2828274,4.804021,6.484381,14.769826
98783,10.595136,9.904801,10.051524,9.931657,5.8289456,2.587764,10.648162,10.581376,6.5523653,5.31222,5.926659,5.341377,6.2412,14.769842
98787,10.74343,10.386586,10.022004,9.96884,5.8585043,5.0284753,10.5139675,10.432871,6.185591,4.693181,6.07833,5.299816,6.57472,14.769868
98791,10.57885,10.122137,10.305677,10.253059,5.9717717,3.3741686,11.091488,11.053703,6.0497336,4.7791233,6.1318784,5.0330486,6.4749184,14.769873
98793,9.966293,9.545791,9.513972,9.409658,5.25332,4.010963,9.859938,9.740798,5.929057,1.609438,5.895229,4.5559797,6.5109377,14.769885
98795,10.350808,9.998152,9.574907,9.415206,5.4595857,3.6054978,9.548867,9.36854,5.160204,2.2823825,6.0282784,5.0900626,6.578853,14.769901
98807,10.682012,10.07941,10.127227,9.97052,5.5004416,2.3223877,10.74541,10.635514,5.704782,4.3782697,6.135998,4.6021657,6.328949,14.7699585
98810,10.686007,10.254602,10.237636,10.139614,6.031166,4.565389,10.916699,10.8394,6.369901,6.1161127,5.982424,3.407842,6.500129,14.769989
98819,10.796153,10.425464,10.145504,10.066834,5.9773655,4.0876555,10.825899,10.722911,6.0190797,4.7613187,5.7011123,4.189655,6.5607915,14.770007
98820,10.76843,10.286945,10.192812,10.127862,6.2025356,2.332144,10.672606,10.582132,6.1152296,4.683057,5.9388547,2.9123507,6.45,14.770008
98827,10.300548,9.581242,9.685052,9.47675,5.5891194,2.4336133,10.375567,10.211399,5.9454207,4.9767337,6.2889733,5.170484,6.212269,14.77003
98829,10.489809,10.056162,10.183771,10.132486,5.799093,4.8621354,10.911743,10.877104,5.718343,3.8437443,5.9472513,2.2192035,6.4978986,14.770054
98831,9.662358,9.138769,9.462561,9.338769,6.029242,5.0132985,10.220839,10.121707,6.5317516,4.823502,6.312279,5.5345745,6.407975,14.770067
98838,10.365525,9.648092,9.712412,9.911698,5.9102545,5.440251,10.474591,10.440756,5.8295336,4.9877076,6.1781516,3.7305012,6.214092,14.770099
98847,10.485088,9.910786,10.176997,10.131607,5.81592,4.9760437,10.925973,10.819284,6.050205,4.495355,6.239691,5.5965686,6.357225,14.770122
98852,10.409296,10.044549,10.015869,9.854055,5.967428,4.0253515,10.445024,10.364422,5.9991846,5.149237,6.351932,4.0500445,6.5668817,14.770145
98854,10.695957,10.145272,10.164439,10.048631,5.72815,4.680278,10.725102,10.644598,6.47049,5.787817,5.680514,4.8146205,6.380791,14.770155
98860,10.740681,10.222934,10.393257,10.310934,5.587623,3.3843904,11.046896,10.991194,6.4503126,4.835488,5.6660805,2.6173959,6.4138145,14.770177
98863,10.720059,10.122599,9.959664,9.823297,6.088591,3.2619352,10.573049,10.380877,6.2932343,5.611667,5.782902,4.6940966,6.3341208,14.770198
