,FSC-H,FSC-A,SSC-H,SSC-A,FITC-H,FITC-A,VSSC-H,VSSC-A,PE-H,PE-A,ECD-H,ECD-A,FSC-Width,Time
31953,10.577607,10.226683,10.19584,10.054615,5.8377304,4.567468,10.82893,10.708402,5.976351,4.9060154,5.796969,-0.5108256,6.5806775,13.082352
31956,10.633349,10.154106,9.992766,9.9858465,5.907811,4.465908,10.772867,10.702406,5.7268476,5.0613284,6.227919,4.443827,6.452403,13.08248
31957,10.38969,9.830584,9.705158,9.607222,5.584248,3.4144425,10.36779,10.264684,6.177944,3.8437443,6.10457,4.481872,6.3724284,13.082501
31959,9.950147,8.876922,9.553959,9.377777,5.6182246,4.2282925,10.153943,10.007127,5.8102427,3.6609943,5.724565,3.246491,5.858376,13.082584
31974,10.578883,10.309199,10.291749,10.24538,6.1954255,4.70411,10.998783,10.942475,6.257476,5.276072,6.197462,3.9589067,6.661763,13.082876
31977,11.328074,11.316779,10.980492,11.135164,6.3552394,6.022721,11.600854,11.762897,6.132313,5.3471074,6.035242,4.783316,6.920208,13.082928
31982,10.51556,9.817957,9.867218,9.803143,5.82924,4.3969154,10.170893,10.069299,6.449522,3.914021,5.912692,4.5517693,6.234004,13.083044
31983,10.412075,10.174323,9.640524,9.681244,5.781977,4.18205,10.7286625,10.652464,6.2696643,6.0454793,5.7708178,3.7471485,6.693797,13.083123
31984,10.301757,9.8924265,9.280687,9.265709,6.0511475,4.933034,9.874754,9.745377,6.083132,4.1972017,5.645447,5.165357,6.5221467,13.083128
31985,10.11874,9.618608,9.57802,9.530313,5.4625597,3.3707383,10.283543,10.178741,5.7410784,4.48526,6.229891,5.343291,6.4314747,13.083157
31993,11.0350895,10.679879,10.125426,10.07277,6.067499,5.381739,10.559587,10.49353,5.7573233,4.611152,6.3377104,5.0072966,6.576314,13.083417
31994,10.5721445,10.33636,10.198036,10.060855,5.3161573,4.646312,10.856417,10.751867,6.5591903,6.6119065,5.6900215,2.895912,6.6956916,13.083435
31996,10.746304,10.319638,10.304586,10.244165,5.428907,3.703768,10.994536,10.934989,6.450786,4.587006,6.349139,5.66781,6.504823,13.083456
32001,10.821411,10.3991165,10.150871,10.0523815,6.0588894,5.5158453,10.886354,10.827054,5.7474804,4.774069,6.3193283,4.95864,6.509193,13.083544
32005,10.688997,10.335212,10.115186,9.99,5.5717735,1.4586151,10.73854,10.649139,6.555641,6.161629,5.8438344,4.232656,6.5778112,13.083631
32015,10.235228,9.732237,9.697588,9.64055,5.7140627,2.6532419,10.415131,10.325665,6.0024047,4.114147,6.185385,4.7431917,6.4286056,13.083891
32019,10.487141,10.074293,9.888074,9.824461,6.0181065,4.884316,10.498641,10.412475,6.1253395,5.619676,5.9496,5.15963,6.5186925,13.08402
32021,10.528522,9.952025,9.80534,9.677847,5.376204,2.0794415,10.471748,10.318609,5.9048166,5.2176495,5.5146375,1.5260563,6.3551316,13.084057
32036,11.261672,11.113436,11.086026,11.201772,6.100543,4.760463,11.532642,11.673043,5.986201,2.541602,6.268149,6.2247562,6.7833085,13.084402
32046,11.140498,10.774776,10.779972,10.681734,5.8365636,4.815431,11.237248,11.179557,5.608739,3.6506581,5.8827653,1.1631508,6.5657625,13.084561
32047,10.244865,9.871166,10.219127,10.0773945,5.4574556,0.7884574,10.758473,10.654118,6.33399,4.670958,6.05303,4.564348,6.557786,13.084587
32052,11.0082245,10.82095,10.233194,10.143166,5.992464,4.494239,10.732266,10.672711,5.920774,3.3707383,5.853064,4.2904596,6.744195,13.084663
32053,10.81335,10.506726,10.239195,10.243076,6.249975,5.469325,10.9996605,10.969365,5.561066,4.0775375,5.897154,4.3241324,6.6249986,13.084703
32055,10.372963,9.896206,10.263195,10.076036,5.7134027,5.073297,10.763883,10.601709,5.581615,3.7932396,6.832924,5.8024206,6.454917,13.084744
32056,10.428257,9.92034,9.652202,9.635687,5.5965686,3.11795,9.784186,9.6218405,6.441744,5.562987,5.8141303,3.2580965,6.423576,13.084751
32061,10.4651785,9.931244,9.783075,9.660428,6.131009,5.1951766,10.526738,10.364116,6.014204,3.9337845,6.326507,5.137562,6.3975134,13.08485
32067,10.532577,10.113736,9.760362,9.828317,5.854212,4.375757,10.561815,10.465181,6.0282784,3.744787,6.748056,6.1894956,6.5127635,13.084996
32080,10.39513,9.851241,9.368019,9.299111,5.366443,3.2809112,9.213495,9.085786,6.28488,4.1728477,5.734958,4.6568136,6.387684,13.085606
32087,10.4234915,10.067692,9.501352,9.466904,5.566052,3.9589067,9.848266,9.725657,6.0416822,3.8670256,5.96435,4.8504667,6.5756884,13.085722
32089,10.575975,10.321036,10.167063,10.088261,6.0473723,5.3949904,10.804862,10.697037,5.749393,4.994506,5.6947417,4.601162,6.6766653,13.08577
32093,10.305209,9.984971,9.885578,9.82257,6.208389,5.5250545,10.574239,10.490246,5.78567,4.4248466,6.621805,6.014693,6.6114564,13.085838
32096,10.275064,9.720706,8.322905,8.240702,5.771441,4.3333616,9.079263,8.874112,5.7458835,4.441474,5.443283,3.1863527,6.3770967,13.085917
32104,10.877505,10.657631,10.6686945,10.725525,5.9170103,5.3528056,11.326608,11.358863,5.682559,3.949319,6.24843,5.1829066,6.7116528,13.086019
32111,10.830136,10.480337,10.130815,10.073193,5.7872043,2.791165,10.439993,10.33623,5.440685,1.5686159,5.5467386,4.5622625,6.581659,13.086225
32113,10.280416,9.711461,9.61815,9.627866,6.3298993,4.8759604,10.16897,10.088883,5.924256,4.9074945,6.107691,5.1410785,6.362612,13.086245
32123,10.671294,10.120073,10.0379925,9.996823,6.0709686,4.94307,10.6914425,10.625208,6.375706,6.0188365,6.045953,3.7681527,6.380336,13.086597
32130,10.176792,9.7078495,9.935224,9.771366,6.132747,5.5114107,10.384406,10.30009,5.8377304,4.943783,5.395444,4.1367655,6.4627156,13.086852
32143,10.30213,9.94647,9.688554,9.688455,6.100543,5.5298257,10.45506,10.377277,5.8872147,4.7265024,5.922918,4.1478853,6.5759277,13.087234
32144,10.183918,9.807054,10.275224,10.090929,5.574812,3.122365,10.8962,10.790119,6.0856376,2.8791983,5.801212,4.7808027,6.554661,13.08725
32154,10.17659,9.860992,9.793539,9.757502,5.761422,4.4391155,10.630911,10.510132,6.7250338,5.9472513,6.26777,5.7881236,6.615854,13.087495
32161,11.138363,11.080947,10.753929,10.932687,5.9527235,4.4998097,11.5144615,11.693001,6.5750756,5.7887363,6.00955,5.267858,6.874145,13.087764
32166,9.57653,9.358019,9.098984,8.810996,5.1310816,2.3978953,9.9926605,9.816971,5.820083,2.3795462,5.5740533,4.1759243,6.713362,13.08783
32176,10.182739,9.429131,9.962766,9.840329,6.172744,5.1659284,10.525756,10.4184885,5.876334,3.9702919,6.015913,3.5553482,6.177953,13.088132
32188,10.364658,9.702582,9.671145,9.433604,5.9020867,4.2972856,10.220934,10.019491,5.7887363,4.4018292,6.2292995,4.8291135,6.269585,13.088331
32189,10.407279,10.035668,9.966622,9.911015,6.0316463,5.7847476,10.661968,10.554972,6.131444,4.4670568,5.676411,4.722064,6.5599594,13.088353
32190,10.562031,9.908187,9.903103,9.859222,5.748437,4.8736696,10.7494545,10.630512,6.6047564,4.567468,5.8455715,3.634951,6.277812,13.088393
32191,10.778415,10.400903,10.171716,10.072027,6.0450053,5.6443863,10.863959,10.733686,6.4458785,5.06386,5.354225,4.878246,6.554061,13.088436
32193,10.809491,10.472448,10.21634,10.165486,5.8039293,4.3333616,10.778496,10.676594,5.345678,1.2237755,5.950382,4.191169,6.5944314,13.088455
32203,10.419709,10.229494,9.781879,9.833194,5.771753,4.9177885,10.783861,10.71346,6.2732544,5.133443,5.8063393,4.5390306,6.7412896,13.088672
32206,10.409003,9.890215,9.841432,9.64541,6.2749505,5.6065373,9.576683,9.344504,5.7554255,4.4127984,6.00364,4.6718936,6.412788,13.088792
32215,10.48021,9.912591,9.847869,9.720291,5.428029,4.19419,10.45544,10.338799,6.2043557,4.5591264,5.9375362,3.7281,6.3639174,13.088921
32219,10.272839,9.928931,10.005909,9.899675,5.719984,4.3228073,10.601674,10.482962,6.233626,4.0253515,5.989713,4.5152454,6.587794,13.089018
32221,10.463238,10.121289,9.954152,9.957857,5.929057,3.949319,10.674241,10.612307,6.231662,5.591733,5.9814143,4.6501436,6.5896454,13.089055
32230,10.202826,9.783199,9.416769,9.4727125,5.979645,5.16307,10.194701,10.104316,6.264731,4.4296255,5.964093,4.352855,6.5119514,13.089229
32235,10.722783,10.324738,10.242842,10.243134,5.6006417,4.3744984,10.981112,10.898333,6.3293643,5.739793,5.9263926,4.9572344,6.5334444,13.089324
32250,10.379992,9.919159,9.9923725,9.773976,5.648622,3.7471485,10.435867,10.247091,5.6944056,4.4140096,5.7143927,3.1484532,6.4706163,13.089684
32259,10.60209,10.202677,10.244599,10.226314,5.876054,5.5804844,10.938975,10.861517,5.9145837,3.683867,6.379614,4.8481164,6.532099,13.089888
32262,10.788855,10.400276,10.064449,9.917884,6.1687737,5.1538696,10.856864,10.707407,5.629059,4.810557,6.2930493,5.598792,6.543,13.089927
32267,10.855101,10.551914,10.432465,10.458588,5.4785533,3.226844,11.134205,11.065004,6.4926944,5.5114107,6.1041236,5.085124,6.62838,13.0900135
32269,10.3058815,9.962624,9.574142,9.469569,5.288772,2.6810215,10.305734,10.194137,6.2391057,5.2198153,6.444926,4.652054,6.5883293,13.090022
32273,10.133094,9.743184,9.717447,9.586685,5.691035,4.4998097,10.366728,10.193096,5.868732,4.5890408,5.9882092,2.272126,6.541633,13.090157
32275,10.070285,9.321721,9.718633,9.687221,5.4731107,2.6390574,10.503156,10.4302,5.5679626,3.4177268,5.9671717,3.4750671,6.1831117,13.090256
32276,9.472143,8.473158,8.425472,8.03489,5.809343,5.2385674,8.967695,8.657425,5.6788063,5.02913,6.248623,5.4480295,5.9325194,13.090338
32280,10.608778,10.340981,10.2922,10.06658,5.735927,4.665324,10.805006,10.670798,5.609472,5.06386,6.1209564,4.7866583,6.663663,13.09038
32286,10.079565,9.680081,9.841447,9.6535,6.059824,4.872905,10.53168,10.393857,6.529273,5.7054477,6.366986,5.3028073,6.5320787,13.090563
32290,10.460847,9.780624,10.029962,9.920531,5.7987895,3.634951,10.582802,10.469752,5.6304946,3.9665112,6.1349154,6.020052,6.2512703,13.0906725
32298,10.181479,9.548896,9.339542,9.205479,5.7465224,5.236442,10.1771345,10.053785,6.556068,5.0447145,6.1668873,4.5390306,6.2989316,13.090924
32305,10.408436,10.139026,10.985035,10.887651,6.027314,5.467638,11.615643,11.489674,5.7708178,2.014903,5.968196,2.7850113,6.662091,13.091023
32307,10.406461,10.075565,9.979374,9.994885,5.8582187,4.245634,10.766892,10.668911,6.1016636,4.8386602,6.4867706,5.3766665,6.600557,13.091098
32315,10.280052,9.76039,9.946356,9.8713875,5.4004226,4.927978,10.645587,10.539305,6.1643667,4.792479,6.0473723,3.4499876,6.4118347,13.091242
32328,10.640463,10.092255,10.253739,10.161724,5.9406977,2.0794415,10.81768,10.722236,5.9589415,4.9551225,5.0875964,3.5204608,6.383238,13.091513
32329,10.90034,10.493904,10.091219,10.084162,5.8063393,2.580217,10.790423,10.755348,6.4141145,5.6674643,6.0630875,4.569543,6.5250654,13.0915785
32333,10.337961,9.953249,9.748563,9.773031,5.714722,4.1835756,10.375632,10.271306,6.0222363,5.4501796,5.890262,3.7184384,6.5468373,13.091673
32334,10.526065,10.06663,10.161647,10.140553,5.566817,4.8072944,10.771634,10.683017,5.9952073,5.255932,5.908898,3.6027768,6.4720793,13.091758
32337,10.163916,9.5450325,9.99369,9.883657,5.6330023,3.407842,10.602659,10.473407,6.149109,5.5412636,6.0490255,5.02782,6.3127656,13.091807
32341,10.467338,9.956103,10.069328,9.829642,5.755109,4.804021,10.757433,10.610707,5.8738065,4.889597,6.5195894,4.416428,6.4203424,13.091859
32353,11.136932,10.7942,10.424642,10.467522,6.156555,5.1143947,11.237276,11.195888,5.9205055,5.2740245,6.0776424,3.2425923,6.588802,13.092331
32360,10.388672,10.068735,9.846028,9.793923,5.8438344,3.2580965,10.3378315,10.247737,5.791488,4.462454,5.532203,3.049273,6.6115723,13.092452
32382,10.212761,9.73601,9.909226,9.827874,6.0588894,5.0132985,10.665125,10.558683,5.889432,5.1738873,5.443283,4.3013587,6.4546924,13.092904
32389,10.506789,9.956782,10.018079,9.894366,5.668501,4.3932137,10.64928,10.530971,6.360957,5.9037256,5.8941274,-0.9162908,6.3815293,13.093034
32391,10.49113,9.878697,10.090224,10.082659,6.132096,5.479388,10.7548685,10.657639,6.525616,5.3556423,5.9653773,4.828314,6.3190765,13.093103
32393,11.237224,10.988405,10.923257,11.005546,5.64297,4.617099,11.590064,11.6941805,6.268338,5.853638,6.546355,4.800737,6.6827507,13.09313
32399,10.143673,9.773413,9.959485,9.806801,6.0485535,5.2892766,10.6221485,10.524413,5.781669,5.120983,5.816218,2.7472708,6.561402,13.093382
32403,10.037516,9.313212,9.942309,9.780037,5.828357,4.3820267,10.752824,10.653497,6.260728,5.937272,6.2658715,4.8736696,6.2073207,13.093462
32406,10.490835,10.150476,10.188035,10.090627,5.8709903,4.0621657,10.822845,10.746345,5.68358,4.021774,6.0937953,5.2968163,6.5910873,13.093565
32410,10.499851,9.965579,10.291179,10.349083,5.7137327,4.9221683,10.896808,10.875858,6.2265368,0.7419373,5.6674643,5.380358,6.397335,13.093725
32412,10.0976925,9.814733,9.602889,9.50044,5.6947417,3.346389,10.316514,10.227569,5.9658904,4.001864,6.4591217,4.2341065,6.6487474,13.093795
32413,10.502964,10.10497,10.074436,9.942232,5.8304152,4.959342,10.840301,10.743379,5.4843817,4.7256165,5.958683,3.9721768,6.533666,13.093832
32415,10.509144,10.101055,9.85893,9.725992,5.669536,4.70411,10.742692,10.637537,6.065644,5.742362,6.185591,4.560173,6.523404,13.093908
32419,10.478001,10.159187,10.252312,10.173541,5.738184,3.8088822,10.913662,10.778244,6.031406,4.7966166,5.9370084,3.4965076,6.6127963,13.0940485
32422,10.03276,9.585222,9.878062,9.885079,5.5262494,3.835142,10.541103,10.446791,5.9604897,5.4480295,6.0371547,2.766319,6.4838862,13.094086
32426,10.715204,10.458858,10.100332,9.968386,5.965634,3.7305012,10.843962,10.752235,5.9811616,4.9444957,6.204962,6.2348027,6.6751947,13.094209
32430,10.884105,10.574461,10.457625,10.42365,6.0835876,4.735321,10.972221,10.988273,5.7708178,4.5798526,6.065644,3.3741686,6.6218452,13.094317
32434,10.273256,9.505522,8.674402,8.41516,5.517854,4.8170505,9.485028,9.262116,5.68358,5.2300386,6.014448,2.766319,6.163823,13.094404
32437,10.612498,10.309672,10.829067,10.773659,6.063785,5.054971,11.240353,11.106358,5.961263,4.787492,5.897154,5.435903,6.6288295,13.094463
32443,10.702075,10.376084,10.08608,10.046844,6.1870313,3.2846637,10.904022,10.833279,5.9295893,4.7344427,6.597282,5.7978797,6.6054783,13.094585
32444,10.978706,10.634113,10.301975,10.287188,5.549465,3.875359,11.1180725,11.028213,6.275515,5.02782,6.2193966,2.8791983,6.5869446,13.094587
32455,10.441117,9.80877,9.671278,9.736352,5.548687,4.342506,10.429221,10.30164,6.0721226,5.6006417,5.7996984,4.9551225,6.29932,13.094851
32458,10.437727,9.958137,10.023295,9.918446,5.906179,3.9039907,10.646486,10.555959,6.2156076,4.613138,5.519459,4.146304,6.4519506,13.094927
32467,10.7324915,10.263557,10.365147,10.227996,5.8183007,3.5322256,10.9553175,10.829038,5.878016,4.366913,5.8168135,4.8186674,6.46262,13.095099
32473,10.160225,9.721288,9.5259905,9.455433,5.4764633,2.821379,10.304533,10.200759,5.3082676,3.1612468,6.3159003,5.2396283,6.492729,13.095308
32477,10.731325,10.323063,9.3194275,9.27445,5.431536,3.8501475,9.085763,8.9573555,6.4503126,5.3881583,5.700778,4.784153,6.523359,13.095401
32480,10.1687975,9.699705,9.592018,9.469083,5.742362,5.117395,10.321536,10.215714,6.4561415,6.005614,6.059123,5.2683735,6.4625416,13.095436
32482,10.58297,10.187049,9.948992,9.91553,5.929855,4.4784727,10.559815,10.443163,5.753842,4.1850986,6.387048,3.4904284,6.535579,13.095518
32484,10.587758,10.029269,10.106138,9.934192,5.6563416,4.7122293,10.709233,10.596908,6.218401,4.3845234,5.5432224,3.5438535,6.3731165,13.095557
32488,10.827647,10.695563,10.427352,10.490507,5.949861,4.1351666,10.994267,11.145664,6.098299,5.365976,6.288416,4.8121843,6.7994475,13.095648
32494,10.528624,9.910603,9.656614,9.445215,5.250177,3.8155122,10.189336,10.007739,6.5579143,5.7268476,6.1544333,5.151556,6.313464,13.095732
32495,10.60027,10.196769,10.2846155,10.23765,6.3323913,5.9221144,10.907401,10.8392515,6.774681,5.9383273,6.316081,4.0253515,6.527979,13.095734
32506,10.300181,9.609861,9.566741,9.45681,5.229503,2.0412202,10.267474,10.136775,5.805436,4.540098,6.277583,4.8621354,6.2412124,13.095888
32513,10.428583,10.065122,9.671171,9.663579,6.118978,4.900076,10.533633,10.433469,6.185797,4.9642425,6.091536,4.525044,6.568136,13.096003
32515,10.399342,9.988596,10.218769,10.170904,6.022721,4.3438053,10.97094,10.869269,6.4599047,5.721295,6.041207,5.301313,6.5208764,13.096048
32527,10.373276,9.833762,10.104038,9.980694,6.3753657,5.244389,10.650547,10.497016,5.8872147,5.0382504,5.820973,4.5379615,6.391966,13.096463
32533,10.5113,10.155774,9.910225,9.852663,5.6153154,1.2809339,10.724887,10.62876,5.9454207,4.314818,6.361475,5.59731,6.5759206,13.09654
32538,10.657509,10.521499,10.274064,10.26632,6.061923,4.658711,10.999432,10.958404,6.065412,3.8691156,6.5377054,5.2611346,6.7955985,13.096688
32539,10.178415,9.781992,9.397782,9.39111,5.655292,4.4682045,9.606886,9.51106,6.070738,2.104134,6.00955,3.131137,6.5350246,13.096695
32540,10.236809,9.473697,9.566314,9.530276,5.5130253,4.9308705,10.652556,10.559003,5.826,4.760463,5.998192,4.9207106,6.168612,13.096742
32544,10.613263,10.230487,10.396692,10.378833,5.731722,5.4147663,11.019637,10.964469,5.9514236,4.298645,6.711862,5.8458605,6.548842,13.096832
32551,10.72641,10.520871,10.317962,10.291657,6.209193,5.986201,11.042276,10.986117,6.3384175,6.0894985,6.007584,4.6001577,6.72606,13.097055
32558,10.847497,10.472312,10.463446,10.386198,6.170656,2.9496884,11.062781,11.030579,5.5463486,3.3877745,5.848748,4.4601445,6.556382,13.0973015
32563,10.324137,9.802479,10.050648,9.945512,6.156343,4.4127984,10.528674,10.449016,6.529565,5.8435445,6.0168886,5.2311087,6.409912,13.097358
32564,10.353649,9.934928,10.013812,9.834785,5.6178613,5.031744,10.621157,10.533144,6.701592,5.0931363,6.293789,5.0701613,6.5128417,13.097362
32569,10.379784,9.8598385,10.191999,10.043337,6.1368628,3.430756,10.758792,10.615447,5.7954497,2.5257287,5.860216,4.9677277,6.4115467,13.097476
32570,10.528187,10.100222,10.03516,9.871708,5.936216,5.015291,10.595304,10.517326,6.1972585,5.6947417,5.7972727,4.5485997,6.5035143,13.097499
32572,10.207086,9.5372095,9.79846,9.684392,5.808743,3.83298,10.608998,10.543745,6.6119065,5.833348,5.41832,2.8848007,6.2617846,13.097567
32573,10.392926,9.948829,9.558402,9.455363,5.580107,1.9600948,9.391428,9.290851,6.1696105,4.9649405,6.2715554,5.146913,6.487464,13.09757
32586,10.402938,9.776472,10.307838,10.131989,5.654592,5.054971,10.856324,10.75653,6.307005,5.8180037,6.0176196,5.489351,6.305114,13.097796
32587,10.34524,9.54777,9.98349,9.830213,5.774241,4.871373,10.639349,10.510031,6.4434953,4.642466,5.917818,4.433195,6.134121,13.097815
32590,11.291555,11.669982,11.058683,11.490707,6.149963,5.3423343,11.68202,12.150873,6.0282784,1.5686159,6.455827,6.0558467,7.3099675,13.097917
32593,10.084258,9.751169,9.981291,9.798155,6.455827,5.343291,10.652107,10.537127,6.4271355,6.170238,6.0630875,2.6390574,6.5984535,13.097972
32596,10.550316,10.117962,9.878211,9.825202,5.923186,5.011302,10.286335,10.205076,6.083132,3.342862,5.7064457,2.8390784,6.4992537,13.098023
32598,10.470235,9.978182,9.885879,9.769413,5.535758,3.7471485,10.557525,10.476609,6.014937,4.473922,6.031406,4.7158165,6.439462,13.098059
32603,10.621035,10.0094185,9.8524,9.747144,5.537728,4.9387813,10.710669,10.610967,5.909169,4.218036,5.922918,5.4798055,6.3199353,13.098124
32604,10.591673,10.243165,9.9795685,9.883269,6.448415,4.801559,10.740798,10.619345,6.3270435,5.2872562,6.162683,5.5614505,6.5830007,13.098128
32608,10.313482,9.855206,10.077407,9.935611,5.6440325,4.2427645,10.828889,10.751594,6.100319,5.2001534,6.319148,5.630136,6.47316,13.098202
32610,10.560196,10.157339,10.290442,10.1674,5.7084384,3.4144425,11.041793,10.94284,6.115009,4.8812857,6.308645,3.2884018,6.5286283,13.098309
32612,10.288413,9.616019,9.780161,9.67658,6.1202974,4.885072,10.591112,10.503082,5.869297,4.9842916,5.994709,4.7757564,6.2592382,13.0983515
32616,10.646249,10.242165,10.04854,9.894538,6.2580504,6.0097957,10.808881,10.693509,6.4264884,5.5652866,6.0304446,4.1009893,6.527439,13.098444
32617,10.386682,9.820377,10.081931,10.0040655,5.9069953,4.487512,10.793194,10.702992,6.2779584,3.8394523,6.2021303,4.6161103,6.3651953,13.098473
32619,10.133277,9.772496,8.937888,8.824883,5.562603,2.8449094,9.224391,9.093705,6.23891,4.1367655,6.0452423,5.086361,6.5709286,13.098517
32628,10.275764,9.460655,9.467723,9.378182,5.6896834,0.8754688,10.351625,10.212233,6.0224786,2.4159138,6.689599,5.165357,6.1165013,13.098681
32631,10.396149,9.945939,10.064415,10.006595,5.812637,4.191169,10.758107,10.654156,6.3704147,5.3428125,6.2281165,4.94876,6.48141,13.098737
32638,10.329389,9.785672,9.05475,9.00264,4.8346934,1.9021075,8.924244,8.746541,6.4034085,4.12552,6.188675,4.169761,6.3878546,13.098958
32640,10.636953,10.264673,10.224661,10.086217,5.7835174,4.8267126,10.81801,10.709999,6.506979,6.0198092,6.4372716,2.3513753,6.559325,13.099025
32642,10.092868,9.835894,9.957255,9.781461,5.368776,3.7111301,10.664896,10.529308,6.070276,3.6763008,6.2515182,4.1541843,6.674538,13.099066
32644,10.432249,9.968193,9.839098,9.819676,5.438514,3.8774316,10.645815,10.562628,6.0464263,4.8346934,6.087683,5.573294,6.467391,13.099076
32645,10.258869,9.835594,9.889693,9.746711,5.8556447,4.797442,10.550632,10.438295,6.156767,5.625821,6.071892,3.8044379,6.508387,13.09908
32646,10.351629,9.73277,9.985399,9.86962,6.0139594,5.276072,10.609384,10.504009,6.152733,3.918005,5.518657,3.4934728,6.3126993,13.099085
32650,10.702149,10.227356,10.102514,10.04725,5.977112,5.440251,10.825221,10.738403,6.416405,4.0253515,5.64474,3.962716,6.4567413,13.099349
32655,10.942492,10.636903,10.680389,10.564546,5.6849394,4.688592,11.308931,11.245282,5.7170277,0.26236424,5.784133,4.455509,6.625881,13.099502
32662,10.505435,10.068082,8.796597,8.866539,5.2332454,4.1759243,8.90463,8.783166,6.3205886,2.9285235,5.551796,3.824284,6.4941235,13.099701
32665,10.654151,10.28383,10.124569,10.075607,5.8295336,4.7492704,10.697005,10.597664,5.8027225,5.096201,6.0544395,4.9579377,6.561129,13.099746
32672,10.855437,10.654023,10.078289,10.0236635,5.9859495,5.4621353,10.931035,10.861126,5.669881,3.7658405,6.6306834,6.0323668,6.730179,13.099871
32674,10.369913,9.820709,9.489781,9.306223,5.990214,4.8955984,10.017962,9.846017,5.9409604,4.7664385,6.5788345,5.440685,6.3824143,13.099909
32679,10.470978,9.919292,9.740386,9.663865,5.577463,5.2892766,10.289895,10.182278,5.784133,3.813307,6.2839475,5.6013803,6.3798895,13.100014
32683,10.930545,10.531325,10.50676,10.527307,6.1683545,5.6626134,11.153354,11.093641,6.002899,5.2872562,5.832762,4.822698,6.5322623,13.1000805
32686,10.377937,9.827642,8.796551,8.792459,6.167936,4.388257,8.879625,8.746748,5.8368554,4.2398868,5.75162,4.41522,6.381345,13.100191
32690,10.291769,9.688467,9.7871275,9.69355,5.543614,4.067316,10.258091,10.132287,5.9831805,5.3447237,6.0817623,4.443827,6.3282003,13.100236
32696,10.645839,10.323454,10.496508,10.340232,6.0593567,5.244389,11.008108,10.92827,6.2067776,5.398615,6.409517,6.263589,6.6090965,13.100357
32697,10.339937,9.825348,9.588407,9.503577,6.3095546,5.733341,10.288219,10.189662,5.8353953,3.4111476,6.1725354,5.1287146,6.416847,13.100363
32703,10.674064,10.461093,9.912343,9.794481,5.779508,4.356709,10.488409,10.398747,6.035242,5.5471287,5.8880467,4.9141245,6.7185926,13.100484
32704,10.139575,9.80772,9.334574,9.324464,5.8289456,4.5517693,10.278968,10.2035885,5.669191,4.9141245,6.3557606,5.068275,6.5998144,13.10049
32708,10.358019,9.878283,9.821941,9.788666,5.8504767,4.4566703,10.508462,10.422504,6.135565,4.3694477,5.7899604,5.1287146,6.4518485,13.100582
32713,10.3814,9.826536,9.882897,9.730353,6.1424675,4.7184987,10.70997,10.566085,5.571393,3.9199913,6.582025,5.5935955,6.376786,13.100758
32718,10.42989,10.033722,9.850588,9.696943,5.9427996,5.290789,10.418931,10.283002,6.061224,4.5217886,6.47728,5.358942,6.5353045,13.100927
32722,10.47773,10.175166,9.740462,9.652883,5.41343,2.8791983,10.074605,9.968535,5.9816666,3.1822119,5.804834,4.638605,6.6290007,13.101049
32727,10.5097065,9.970688,9.991329,9.815579,5.649678,3.8670256,10.657575,10.521572,6.0518537,5.249127,5.4951167,1.8082888,6.3925767,13.101138
32729,11.397225,11.201397,9.901906,9.845901,5.979139,5.47395,10.063487,9.977217,5.6404877,3.443618,6.283574,3.627004,6.7356663,13.101264
32730,10.854531,10.416646,10.234416,10.122872,5.9555783,5.6660805,10.864383,10.800079,6.6779647,5.1071568,6.040969,5.101085,6.4935846,13.101267
32732,10.480278,10.090378,10.130197,10.056166,5.6387105,4.588024,10.79021,10.689266,6.142897,1.9600948,6.0487895,4.139955,6.5417323,13.101293
32733,10.721718,10.243422,10.260232,10.209482,5.87465,5.1363864,10.87188,10.791864,6.2867427,3.8999505,6.0190797,4.695011,6.4531918,13.101305
32743,10.302106,9.750802,9.842733,9.7148,5.323985,4.204693,10.583722,10.471519,6.166048,5.084505,6.278709,5.1676393,6.380279,13.101636
32744,10.231182,9.926642,9.904807,9.757854,5.9867034,5.307277,10.602381,10.484205,5.648622,3.218876,6.2919393,4.945919,6.6270266,13.101652
32745,11.296236,10.911834,10.713662,10.702057,6.266821,5.746842,11.625843,11.600583,6.105016,2.6246686,6.130574,4.572647,6.5471387,13.101671
32747,10.620053,10.240574,10.252957,10.137345,5.948296,5.4897637,10.941086,10.879906,6.096725,5.852777,5.5969396,4.0395365,6.5520782,13.101763
32762,10.557764,10.179015,10.35618,10.200417,5.6893454,4.644391,11.003497,10.888967,6.803616,6.09131,6.1448293,6.059123,6.5528007,13.102112
32768,10.089884,9.597458,9.528416,9.459463,6.00783,4.470495,10.236589,10.100558,6.224162,5.273,6.281893,4.1926804,6.4390745,13.1022
32772,10.328625,9.664037,9.778559,9.603801,5.6387105,3.9531648,10.150082,9.974733,5.9454207,4.8386602,6.3444076,5.2385674,6.26697,13.102338
32775,10.214774,9.812145,10.076205,9.9214945,5.4026775,4.1075897,10.71508,10.613558,5.6493263,3.9796817,6.001415,5.0205855,6.5291157,13.102504
32776,10.612196,10.059157,9.509281,9.270701,5.6142225,3.8394523,10.0412,9.87359,5.755109,4.629863,5.9984403,5.124559,6.378502,13.102572
32777,10.474668,10.212915,9.964498,9.8522,5.837439,4.872905,10.613735,10.53183,6.176906,4.708629,6.1901107,5.2735124,6.669905,13.102595
